tender_id,tender_title,department,procurement_authority,category,location,state,state_code,district,tender_date,closing_date,award_date,estimated_value,awarded_value,bidder_count,winning_vendor_id,winning_vendor_name,contract_id,contract_duration,expected_completion,actual_completion,completion_delay_days,payment_amount,status,intended_tier
TND-2026-02164,"Supply of Electric Waste Collection Tipper Vehicles for Municipal Body, Jamshedpur",Police Housing & Logistics Dept,Jharkhand Police Housing & Logistics Dept,Vehicles,"Jamshedpur, Jharkhand",Jharkhand,IN-JH,Jamshedpur,2025-06-11T00:00:00.000Z,2025-07-18T00:00:00.000Z,2025-08-04T00:00:00.000Z,3189416,3232338,7,V-1007,Garuda Fleet Dynamics,CNT-02164,119,2025-12-01T00:00:00.000Z,2025-12-01T00:00:00.000Z,0,3077422,Completed,LOW
TND-2026-02165,"Supply of Heavy Fire-Fighting Water Tender Trucks, Pune",Urban Transport Corporation,Maharashtra Urban Transport Corporation,Vehicles,"Pune, Maharashtra",Maharashtra,IN-MH,Pune,2025-06-05T00:00:00.000Z,2025-07-16T00:00:00.000Z,2025-08-02T00:00:00.000Z,3274860,3130807,3,V-1027,Utkarsh Scientific Apparatus,CNT-02165,267,2026-04-26T00:00:00.000Z,,2,2884773,In Progress,LOW
TND-2026-02166,"Supply of High-Strength TMT Reinforcement Steel Bars (Fe-550D), Rourkela",Department of School Education,Odisha Department of School Education,Construction Materials,"Rourkela, Odisha",Odisha,IN-OR,Rourkela,2025-08-01T00:00:00.000Z,2025-09-09T00:00:00.000Z,2025-10-03T00:00:00.000Z,3854595,3527794,4,V-1033,Gitanjali Civil Construction,CNT-02166,364,2026-10-02T00:00:00.000Z,,24,3584968,In Progress,MEDIUM
TND-2026-02167,"Supply of Intensive Care Ventilator Units and Patient Monitors, Varanasi",Health & Family Welfare Directorate,Uttar Pradesh Health & Family Welfare Directorate,Medical Equipment,"Varanasi, Uttar Pradesh",Uttar Pradesh,IN-UP,Varanasi,2025-04-14T00:00:00.000Z,2025-05-13T00:00:00.000Z,2025-06-11T00:00:00.000Z,3965672,3956430,2,V-1004,Pinnacle Medical Supplies,CNT-02167,173,2025-12-01T00:00:00.000Z,,0,3728892,In Progress,MEDIUM
TND-2026-02168,"Supply of Heavy-Duty Document Scanners and Shredders, Surat",Rural Development Authority,Gujarat Rural Development Authority,Office Supplies,"Surat, Gujarat",Gujarat,IN-GJ,Surat,2025-06-15T00:00:00.000Z,2025-07-28T00:00:00.000Z,2025-08-24T00:00:00.000Z,471641,576833,5,V-1038,Kalyan Heavy Machineries,CNT-02168,292,2026-06-12T00:00:00.000Z,,0,564910,In Progress,HIGH
TND-2026-02169,"Annual Rate Contract for Secretariat Stationery and Printing Items, Patiala",Department of School Education,Punjab Department of School Education,Office Supplies,"Patiala, Punjab",Punjab,IN-PB,Patiala,2025-04-30T00:00:00.000Z,2025-05-24T00:00:00.000Z,2025-06-15T00:00:00.000Z,223016,214710,7,V-1032,Tricolor Paper & Stationery,CNT-02169,143,2025-11-05T00:00:00.000Z,,25,199041,In Progress,LOW
TND-2026-02170,"Procurement of Analytical Precision Balances and Fume Hoods, Sambalpur",Health & Family Welfare Directorate,Odisha Health & Family Welfare Directorate,Laboratory Equipment,"Sambalpur, Odisha",Odisha,IN-OR,Sambalpur,2025-11-02T00:00:00.000Z,2025-12-06T00:00:00.000Z,2025-12-26T00:00:00.000Z,2398414,2393815,5,V-1035,MedLife BioMedical Systems,CNT-02170,338,2026-11-29T00:00:00.000Z,,22,2333525,In Progress,LOW
TND-2026-02171,"Construction of Bituminous Concrete Road with Drainage Culverts, Visakhapatnam",Rural Development Authority,Andhra Pradesh Rural Development Authority,Road & Infrastructure,"Visakhapatnam, Andhra Pradesh",Andhra Pradesh,IN-AP,Visakhapatnam,2025-12-11T00:00:00.000Z,2026-01-15T00:00:00.000Z,2026-01-29T00:00:00.000Z,6630168,10758950,7,V-3091,V-3091 Civil Consortium,CNT-02171,175,2026-07-23T00:00:00.000Z,,0,10052330,In Progress,HIGH
TND-2026-02172,"Supply of Portland Pozzolana Cement (PPC) for Municipal Works, Vijayawada",Department of School Education,Andhra Pradesh Department of School Education,Construction Materials,"Vijayawada, Andhra Pradesh",Andhra Pradesh,IN-AP,Vijayawada,2025-10-24T00:00:00.000Z,2025-11-20T00:00:00.000Z,2025-12-19T00:00:00.000Z,2134049,3568960,5,V-1010,Nirman Materials Consortium,CNT-02172,167,2026-06-04T00:00:00.000Z,,0,3508475,In Progress,MEDIUM
TND-2026-02173,"Supply and Erection of 33/11 KV Power Distribution Transformers, Karimnagar",Power & Energy Transmission Board,Telangana Power & Energy Transmission Board,Electrical Equipment,"Karimnagar, Telangana",Telangana,IN-TG,Karimnagar,2025-07-24T00:00:00.000Z,2025-08-22T00:00:00.000Z,2025-09-19T00:00:00.000Z,2104863,2231991,5,V-1028,Nabh Telecom & Cabling,CNT-02173,346,2026-08-31T00:00:00.000Z,,0,1897395,In Progress,LOW
TND-2026-02174,"Construction of Bituminous Concrete Road with Drainage Culverts, Pune",Public Works Department,Maharashtra Public Works Department,Road & Infrastructure,"Pune, Maharashtra",Maharashtra,IN-MH,Pune,2025-08-20T00:00:00.000Z,2025-09-24T00:00:00.000Z,2025-10-22T00:00:00.000Z,6922458,7388405,2,V-1010,Nirman Materials Consortium,CNT-02174,142,2026-03-13T00:00:00.000Z,,34,6597501,In Progress,HIGH
TND-2026-02175,"Design Engineering and Detailed Project Report (DPR) Preparation, Tiruchirappalli",Urban Transport Corporation,Tamil Nadu Urban Transport Corporation,Consulting Services,"Tiruchirappalli, Tamil Nadu",Tamil Nadu,IN-TN,Tiruchirappalli,2025-06-05T00:00:00.000Z,2025-07-01T00:00:00.000Z,2025-07-26T00:00:00.000Z,1530222,1575657,4,V-1034,Suryodaya Clean Energy,CNT-02175,97,2025-10-31T00:00:00.000Z,2025-10-31T00:00:00.000Z,0,1400690,Completed,LOW
TND-2026-02176,"Supply of Automated Hematology Cell Analyzers and Centrifuges, Indore",Health & Family Welfare Directorate,Madhya Pradesh Health & Family Welfare Directorate,Laboratory Equipment,"Indore, Madhya Pradesh",Madhya Pradesh,IN-MP,Indore,2026-01-03T00:00:00.000Z,2026-01-28T00:00:00.000Z,2026-02-21T00:00:00.000Z,2682410,3129972,4,V-1003,Bharat Instruments Corp,CNT-02176,234,2026-10-13T00:00:00.000Z,,12,3019001,In Progress,MEDIUM
TND-2026-02177,"Bulk Procurement of Structural Steel Sections and Tubular Poles, Mumbai",Police Housing & Logistics Dept,Maharashtra Police Housing & Logistics Dept,Construction Materials,"Mumbai, Maharashtra",Maharashtra,IN-MH,Mumbai,2025-09-25T00:00:00.000Z,2025-10-16T00:00:00.000Z,2025-10-31T00:00:00.000Z,3713620,3748995,4,V-1010,Nirman Materials Consortium,CNT-02177,139,2026-03-19T00:00:00.000Z,,0,3386772,In Progress,MEDIUM
TND-2026-02178,"Procurement of Ergonomic Modular Office Desks and Seating Systems, Prayagraj",Rural Development Authority,Uttar Pradesh Rural Development Authority,Office Supplies,"Prayagraj, Uttar Pradesh",Uttar Pradesh,IN-UP,Prayagraj,2026-01-01T00:00:00.000Z,2026-02-09T00:00:00.000Z,2026-02-28T00:00:00.000Z,827820,721862,2,V-1032,Tricolor Paper & Stationery,CNT-02178,343,2027-02-06T00:00:00.000Z,,99,840757,Delayed,CRITICAL
TND-2026-02179,"Preventive Maintenance of HT Substations and Generator Sets, Jalandhar",Municipal Administration Directorate,Punjab Municipal Administration Directorate,Maintenance Services,"Jalandhar, Punjab",Punjab,IN-PB,Jalandhar,2025-11-17T00:00:00.000Z,2025-12-24T00:00:00.000Z,2026-01-11T00:00:00.000Z,908224,950938,4,V-1002,Zenith Power Systems,CNT-02179,316,2026-11-23T00:00:00.000Z,,0,899086,In Progress,LOW
TND-2026-02180,"Provisioning of Campus Wi-Fi Networking Switches and Access Points, Jodhpur",Police Housing & Logistics Dept,Rajasthan Police Housing & Logistics Dept,IT Equipment,"Jodhpur, Rajasthan",Rajasthan,IN-RJ,Jodhpur,2025-11-26T00:00:00.000Z,2025-12-28T00:00:00.000Z,2026-01-26T00:00:00.000Z,1839588,1747036,5,V-1015,CyberShield Systems,CNT-02180,144,2026-06-19T00:00:00.000Z,,0,1666001,In Progress,LOW
TND-2026-02181,"Construction of High-Level RCC Bridge across River Drainage, Bengaluru Urban",Rural Development Authority,Karnataka Rural Development Authority,Road & Infrastructure,"Bengaluru Urban, Karnataka",Karnataka,IN-KA,Bengaluru Urban,2025-09-30T00:00:00.000Z,2025-10-26T00:00:00.000Z,2025-11-09T00:00:00.000Z,9293070,9195909,2,V-1000,Alpha Tech Solutions,CNT-02181,352,2026-10-27T00:00:00.000Z,,71,8820055,Delayed,HIGH
TND-2026-02182,"Widening and Strengthening of Major District Arterial Road, Guntur",Water Resources & Irrigation Dept,Andhra Pradesh Water Resources & Irrigation Dept,Road & Infrastructure,"Guntur, Andhra Pradesh",Andhra Pradesh,IN-AP,Guntur,2025-10-07T00:00:00.000Z,2025-11-07T00:00:00.000Z,2025-12-04T00:00:00.000Z,8766258,8071003,7,V-1017,Kaveri Civil Infrastructure,CNT-02182,299,2026-09-29T00:00:00.000Z,2026-09-29T00:00:00.000Z,0,7947409,Completed,LOW
TND-2026-02183,"Supply of Ready Mix Concrete (M-30 Grade) for Infrastructure, Prayagraj",Rural Development Authority,Uttar Pradesh Rural Development Authority,Construction Materials,"Prayagraj, Uttar Pradesh",Uttar Pradesh,IN-UP,Prayagraj,2025-09-17T00:00:00.000Z,2025-10-23T00:00:00.000Z,2025-11-06T00:00:00.000Z,4830443,4686929,4,V-1039,Brahmaputra Engineering Works,CNT-02183,199,2026-05-24T00:00:00.000Z,,20,4342711,In Progress,LOW
TND-2026-02184,"Design Engineering and Detailed Project Report (DPR) Preparation, Ahmedabad",Information Technology & e-Gov Directorate,Gujarat Information Technology & e-Gov Directorate,Consulting Services,"Ahmedabad, Gujarat",Gujarat,IN-GJ,Ahmedabad,2025-08-05T00:00:00.000Z,2025-09-14T00:00:00.000Z,2025-10-01T00:00:00.000Z,1471499,1823662,5,V-1000,Alpha Tech Solutions,CNT-02184,347,2026-09-13T00:00:00.000Z,,26,1711141,In Progress,MEDIUM
TND-2026-02185,"Supply of High-Strength TMT Reinforcement Steel Bars (Fe-550D), Durg",Police Housing & Logistics Dept,Chhattisgarh Police Housing & Logistics Dept,Construction Materials,"Durg, Chhattisgarh",Chhattisgarh,IN-CT,Durg,2025-10-02T00:00:00.000Z,2025-10-31T00:00:00.000Z,2025-11-16T00:00:00.000Z,2313261,2113812,4,V-1020,Aarambh Infrastructure Group,CNT-02185,199,2026-06-03T00:00:00.000Z,,0,1998156,In Progress,LOW
TND-2026-02186,"Supply of Heavy-Duty Document Scanners and Shredders, Nashik",Rural Development Authority,Maharashtra Rural Development Authority,Office Supplies,"Nashik, Maharashtra",Maharashtra,IN-MH,Nashik,2025-08-10T00:00:00.000Z,2025-09-03T00:00:00.000Z,2025-09-23T00:00:00.000Z,501486,519713,6,V-1018,Samarth Office Systems,CNT-02186,109,2026-01-10T00:00:00.000Z,,0,478622,In Progress,LOW
TND-2026-02187,"Supply of Heavy Fire-Fighting Water Tender Trucks, Prayagraj",Police Housing & Logistics Dept,Uttar Pradesh Police Housing & Logistics Dept,Vehicles,"Prayagraj, Uttar Pradesh",Uttar Pradesh,IN-UP,Prayagraj,2025-09-21T00:00:00.000Z,2025-11-04T00:00:00.000Z,2025-12-04T00:00:00.000Z,3401363,2901449,5,V-1007,Garuda Fleet Dynamics,CNT-02187,266,2026-08-27T00:00:00.000Z,,0,2759020,In Progress,LOW
TND-2026-02188,"Annual Routine Maintenance of Municipal Asphalt Road Corridors, Rourkela",Health & Family Welfare Directorate,Odisha Health & Family Welfare Directorate,Maintenance Services,"Rourkela, Odisha",Odisha,IN-OR,Rourkela,2025-10-10T00:00:00.000Z,2025-11-02T00:00:00.000Z,2025-11-21T00:00:00.000Z,1177779,1401657,2,V-1025,Sujal Hydraulics & Water Tech,CNT-02188,166,2026-05-06T00:00:00.000Z,,66,1657003,Delayed,CRITICAL
TND-2026-02189,"Supply and Commissioning of Enterprise Server Racks and UPS Units, Bardhaman",Police Housing & Logistics Dept,West Bengal Police Housing & Logistics Dept,IT Equipment,"Bardhaman, West Bengal",West Bengal,IN-WB,Bardhaman,2025-11-18T00:00:00.000Z,2025-12-25T00:00:00.000Z,2026-01-17T00:00:00.000Z,2152893,2141194,6,V-1042,V-1042 Enterprise Logistics,CNT-02189,319,2026-12-02T00:00:00.000Z,,0,1983418,In Progress,LOW
TND-2026-02190,"Supply and Commissioning of Enterprise Server Racks and UPS Units, Murshidabad",Information Technology & e-Gov Directorate,West Bengal Information Technology & e-Gov Directorate,IT Equipment,"Murshidabad, West Bengal",West Bengal,IN-WB,Murshidabad,2025-05-14T00:00:00.000Z,2025-06-13T00:00:00.000Z,2025-07-01T00:00:00.000Z,1345114,2187752,4,V-1000,Alpha Tech Solutions,CNT-02190,252,2026-03-10T00:00:00.000Z,,0,2051396,In Progress,MEDIUM
TND-2026-02191,"Preventive Maintenance of HT Substations and Generator Sets, Lucknow",Municipal Administration Directorate,Uttar Pradesh Municipal Administration Directorate,Maintenance Services,"Lucknow, Uttar Pradesh",Uttar Pradesh,IN-UP,Lucknow,2025-07-13T00:00:00.000Z,2025-08-24T00:00:00.000Z,2025-09-07T00:00:00.000Z,760298,1132145,7,V-1034,Suryodaya Clean Energy,CNT-02191,217,2026-04-12T00:00:00.000Z,,0,1142413,In Progress,MEDIUM
TND-2026-02192,"Supply of Portland Pozzolana Cement (PPC) for Municipal Works, Surat",Water Resources & Irrigation Dept,Gujarat Water Resources & Irrigation Dept,Construction Materials,"Surat, Gujarat",Gujarat,IN-GJ,Surat,2025-04-14T00:00:00.000Z,2025-05-06T00:00:00.000Z,2025-05-31T00:00:00.000Z,3281645,3188437,4,V-1033,Gitanjali Civil Construction,CNT-02192,269,2026-02-24T00:00:00.000Z,2026-02-24T00:00:00.000Z,0,2842788,Completed,LOW
TND-2026-02193,"Procurement of Advanced Life Support (ALS) Ambulance Vehicles, Warangal",Municipal Administration Directorate,Telangana Municipal Administration Directorate,Vehicles,"Warangal, Telangana",Telangana,IN-TG,Warangal,2025-09-07T00:00:00.000Z,2025-10-11T00:00:00.000Z,2025-11-09T00:00:00.000Z,3583446,4773706,2,V-1038,Kalyan Heavy Machineries,CNT-02193,248,2026-07-15T00:00:00.000Z,,20,4589456,In Progress,MEDIUM
TND-2026-02194,"Supply of Automated Hematology Cell Analyzers and Centrifuges, Prayagraj",Health & Family Welfare Directorate,Uttar Pradesh Health & Family Welfare Directorate,Laboratory Equipment,"Prayagraj, Uttar Pradesh",Uttar Pradesh,IN-UP,Prayagraj,2025-11-16T00:00:00.000Z,2025-12-13T00:00:00.000Z,2026-01-07T00:00:00.000Z,3708619,3649587,5,V-1003,Bharat Instruments Corp,CNT-02194,177,2026-07-03T00:00:00.000Z,,0,3562464,In Progress,LOW
TND-2026-02195,"Construction of Bituminous Concrete Road with Drainage Culverts, Vadodara",Rural Development Authority,Gujarat Rural Development Authority,Road & Infrastructure,"Vadodara, Gujarat",Gujarat,IN-GJ,Vadodara,2025-09-09T00:00:00.000Z,2025-09-30T00:00:00.000Z,2025-10-21T00:00:00.000Z,9816882,10144687,5,V-1017,Kaveri Civil Infrastructure,CNT-02195,303,2026-08-20T00:00:00.000Z,,34,9451800,In Progress,LOW
TND-2026-02196,"Supply of Portland Pozzolana Cement (PPC) for Municipal Works, Warangal",Public Works Department,Telangana Public Works Department,Construction Materials,"Warangal, Telangana",Telangana,IN-TG,Warangal,2025-09-20T00:00:00.000Z,2025-11-01T00:00:00.000Z,2025-11-23T00:00:00.000Z,2567029,3735124,6,V-1025,Sujal Hydraulics & Water Tech,CNT-02196,279,2026-08-29T00:00:00.000Z,,0,3700420,In Progress,MEDIUM
TND-2026-02197,"Supply of Energy Efficient Substation Switchgear and Breakers, Lucknow",Power & Energy Transmission Board,Uttar Pradesh Power & Energy Transmission Board,Electrical Equipment,"Lucknow, Uttar Pradesh",Uttar Pradesh,IN-UP,Lucknow,2025-04-03T00:00:00.000Z,2025-05-15T00:00:00.000Z,2025-06-08T00:00:00.000Z,2524733,2523017,7,V-1034,Suryodaya Clean Energy,CNT-02197,364,2026-06-07T00:00:00.000Z,,0,2377038,In Progress,MEDIUM
TND-2026-02198,"Procurement of Police Patrol Utility Vehicles with GPS Equipment, Madurai",Urban Transport Corporation,Tamil Nadu Urban Transport Corporation,Vehicles,"Madurai, Tamil Nadu",Tamil Nadu,IN-TN,Madurai,2025-09-20T00:00:00.000Z,2025-10-27T00:00:00.000Z,2025-11-14T00:00:00.000Z,4193791,3756445,3,V-1007,Garuda Fleet Dynamics,CNT-02198,166,2026-04-29T00:00:00.000Z,,0,3766549,In Progress,LOW
TND-2026-02199,"Procurement of Portable Ultrasound Doppler Scanning Machines, Karimnagar",Health & Family Welfare Directorate,Telangana Health & Family Welfare Directorate,Medical Equipment,"Karimnagar, Telangana",Telangana,IN-TG,Karimnagar,2025-08-15T00:00:00.000Z,2025-09-10T00:00:00.000Z,2025-10-02T00:00:00.000Z,3004524,2996643,3,V-1038,Kalyan Heavy Machineries,CNT-02199,323,2026-08-21T00:00:00.000Z,2026-08-21T00:00:00.000Z,0,2791735,Completed,LOW
TND-2026-02200,"Widening and Strengthening of Major District Arterial Road, Belagavi",Rural Development Authority,Karnataka Rural Development Authority,Road & Infrastructure,"Belagavi, Karnataka",Karnataka,IN-KA,Belagavi,2025-12-02T00:00:00.000Z,2026-01-05T00:00:00.000Z,2026-01-24T00:00:00.000Z,9626288,8673187,7,V-1014,Vanguard Highway Builders,CNT-02200,272,2026-10-23T00:00:00.000Z,2026-10-23T00:00:00.000Z,0,7695053,Completed,LOW
TND-2026-02201,"Procurement of Advanced Life Support (ALS) Ambulance Vehicles, Jaipur",Municipal Administration Directorate,Rajasthan Municipal Administration Directorate,Vehicles,"Jaipur, Rajasthan",Rajasthan,IN-RJ,Jaipur,2025-08-20T00:00:00.000Z,2025-09-10T00:00:00.000Z,2025-10-04T00:00:00.000Z,5455611,4600020,4,V-1012,Pragati Energy Grid Ltd,CNT-02201,93,2026-01-05T00:00:00.000Z,2026-01-05T00:00:00.000Z,0,4296357,Completed,MEDIUM
TND-2026-02202,"Installation of High-Mast Solar LED Lighting Systems in Urban Sectors, Jorhat",Power & Energy Transmission Board,Assam Power & Energy Transmission Board,Electrical Equipment,"Jorhat, Assam",Assam,IN-AS,Jorhat,2026-01-13T00:00:00.000Z,2026-02-21T00:00:00.000Z,2026-03-09T00:00:00.000Z,2545564,2408823,4,V-1012,Pragati Energy Grid Ltd,CNT-02202,215,2026-10-10T00:00:00.000Z,,14,2211456,In Progress,LOW
TND-2026-02203,"Preventive Maintenance of HT Substations and Generator Sets, Nagpur",Municipal Administration Directorate,Maharashtra Municipal Administration Directorate,Maintenance Services,"Nagpur, Maharashtra",Maharashtra,IN-MH,Nagpur,2026-01-20T00:00:00.000Z,2026-03-05T00:00:00.000Z,2026-03-26T00:00:00.000Z,660047,621195,6,V-1011,Sankalp Facilities Management,CNT-02203,331,2027-02-20T00:00:00.000Z,,0,547804,In Progress,LOW
TND-2026-02204,"Preventive Maintenance of HT Substations and Generator Sets, Darbhanga",Public Works Department,Bihar Public Works Department,Maintenance Services,"Darbhanga, Bihar",Bihar,IN-BR,Darbhanga,2025-12-21T00:00:00.000Z,2026-01-18T00:00:00.000Z,2026-02-12T00:00:00.000Z,661983,572881,4,V-1023,Unnati Medical Technologies,CNT-02204,103,2026-05-26T00:00:00.000Z,,8,552130,In Progress,LOW
TND-2026-02205,"Comprehensive Annual Maintenance Contract (CAMC) for Hospital Chillers, Coimbatore",Municipal Administration Directorate,Tamil Nadu Municipal Administration Directorate,Maintenance Services,"Coimbatore, Tamil Nadu",Tamil Nadu,IN-TN,Coimbatore,2025-07-31T00:00:00.000Z,2025-09-06T00:00:00.000Z,2025-09-20T00:00:00.000Z,740410,731014,4,V-1011,Sankalp Facilities Management,CNT-02205,188,2026-03-27T00:00:00.000Z,2026-03-27T00:00:00.000Z,0,681537,Completed,LOW
TND-2026-02206,"Procurement of High-Performance Desktop Workstations and Peripherals, Kolkata",Information Technology & e-Gov Directorate,West Bengal Information Technology & e-Gov Directorate,IT Equipment,"Kolkata, West Bengal",West Bengal,IN-WB,Kolkata,2025-05-02T00:00:00.000Z,2025-05-28T00:00:00.000Z,2025-06-13T00:00:00.000Z,2075411,2084734,5,V-1016,Metro Transit Supplies,CNT-02206,238,2026-02-06T00:00:00.000Z,,0,1902146,In Progress,LOW
TND-2026-02207,"Supply of Heavy Fire-Fighting Water Tender Trucks, Nagpur",Urban Transport Corporation,Maharashtra Urban Transport Corporation,Vehicles,"Nagpur, Maharashtra",Maharashtra,IN-MH,Nagpur,2025-11-16T00:00:00.000Z,2025-12-29T00:00:00.000Z,2026-01-13T00:00:00.000Z,3064372,3060258,6,V-1015,CyberShield Systems,CNT-02207,327,2026-12-06T00:00:00.000Z,,0,2944522,In Progress,LOW
TND-2026-02208,"Supply of Multipara Cardiac Monitoring Systems for District Hospitals, Gorakhpur",Health & Family Welfare Directorate,Uttar Pradesh Health & Family Welfare Directorate,Medical Equipment,"Gorakhpur, Uttar Pradesh",Uttar Pradesh,IN-UP,Gorakhpur,2025-04-24T00:00:00.000Z,2025-05-19T00:00:00.000Z,2025-06-05T00:00:00.000Z,4297790,3924035,5,V-1033,Gitanjali Civil Construction,CNT-02208,320,2026-04-21T00:00:00.000Z,,0,3665853,In Progress,LOW
TND-2026-02209,"Bulk Procurement of Structural Steel Sections and Tubular Poles, Visakhapatnam",Rural Development Authority,Andhra Pradesh Rural Development Authority,Construction Materials,"Visakhapatnam, Andhra Pradesh",Andhra Pradesh,IN-AP,Visakhapatnam,2026-01-19T00:00:00.000Z,2026-02-18T00:00:00.000Z,2026-03-15T00:00:00.000Z,2493960,2520779,2,V-1021,Vikas Power & Transformers,CNT-02209,291,2026-12-31T00:00:00.000Z,,8,2323032,In Progress,LOW
TND-2026-02210,"Preventive Maintenance of HT Substations and Generator Sets, Dhanbad",Information Technology & e-Gov Directorate,Jharkhand Information Technology & e-Gov Directorate,Maintenance Services,"Dhanbad, Jharkhand",Jharkhand,IN-JH,Dhanbad,2025-05-08T00:00:00.000Z,2025-06-16T00:00:00.000Z,2025-07-02T00:00:00.000Z,788146,764401,5,V-1042,V-1042 Enterprise Logistics,CNT-02210,210,2026-01-28T00:00:00.000Z,,0,732864,In Progress,LOW
TND-2026-02211,"Annual Routine Maintenance of Municipal Asphalt Road Corridors, Surat",Municipal Administration Directorate,Gujarat Municipal Administration Directorate,Maintenance Services,"Surat, Gujarat",Gujarat,IN-GJ,Surat,2025-04-06T00:00:00.000Z,2025-04-28T00:00:00.000Z,2025-05-23T00:00:00.000Z,987446,988909,4,V-1026,Prerna Facility Services,CNT-02211,92,2025-08-23T00:00:00.000Z,,0,912008,In Progress,LOW
TND-2026-02212,"Construction of High-Level RCC Bridge across River Drainage, Warangal",Public Works Department,Telangana Public Works Department,Road & Infrastructure,"Warangal, Telangana",Telangana,IN-TG,Warangal,2025-04-19T00:00:00.000Z,2025-05-24T00:00:00.000Z,2025-06-22T00:00:00.000Z,7614096,7216702,5,V-1014,Vanguard Highway Builders,CNT-02212,93,2025-09-23T00:00:00.000Z,,0,6237969,In Progress,LOW
TND-2026-02213,"Comprehensive Annual Maintenance Contract (CAMC) for Hospital Chillers, Aurangabad",Power & Energy Transmission Board,Maharashtra Power & Energy Transmission Board,Maintenance Services,"Aurangabad, Maharashtra",Maharashtra,IN-MH,Aurangabad,2026-01-20T00:00:00.000Z,2026-02-10T00:00:00.000Z,2026-03-09T00:00:00.000Z,1180564,1129661,7,V-1026,Prerna Facility Services,CNT-02213,318,2027-01-21T00:00:00.000Z,,0,1059087,In Progress,LOW
TND-2026-02214,"Maintenance and Operation of Water Treatment and RO Filtration Plants, Bhopal",Health & Family Welfare Directorate,Madhya Pradesh Health & Family Welfare Directorate,Maintenance Services,"Bhopal, Madhya Pradesh",Madhya Pradesh,IN-MP,Bhopal,2025-06-10T00:00:00.000Z,2025-07-21T00:00:00.000Z,2025-08-13T00:00:00.000Z,888111,843668,7,V-1026,Prerna Facility Services,CNT-02214,300,2026-06-09T00:00:00.000Z,,0,819435,In Progress,LOW
TND-2026-02215,"Procurement of Portable Ultrasound Doppler Scanning Machines, Mysuru",Health & Family Welfare Directorate,Karnataka Health & Family Welfare Directorate,Medical Equipment,"Mysuru, Karnataka",Karnataka,IN-KA,Mysuru,2026-01-20T00:00:00.000Z,2026-02-13T00:00:00.000Z,2026-03-12T00:00:00.000Z,3767671,3821596,6,V-1035,MedLife BioMedical Systems,CNT-02215,156,2026-08-15T00:00:00.000Z,2026-08-15T00:00:00.000Z,0,3571705,Completed,LOW
TND-2026-02216,"Maintenance and Operation of Water Treatment and RO Filtration Plants, Vijayawada",Urban Transport Corporation,Andhra Pradesh Urban Transport Corporation,Maintenance Services,"Vijayawada, Andhra Pradesh",Andhra Pradesh,IN-AP,Vijayawada,2026-01-14T00:00:00.000Z,2026-02-04T00:00:00.000Z,2026-02-24T00:00:00.000Z,1478718,1132455,5,V-1038,Kalyan Heavy Machineries,CNT-02216,324,2027-01-14T00:00:00.000Z,,25,1016787,In Progress,MEDIUM
TND-2026-02217,"Supply of High-Strength TMT Reinforcement Steel Bars (Fe-550D), Indore",Rural Development Authority,Madhya Pradesh Rural Development Authority,Construction Materials,"Indore, Madhya Pradesh",Madhya Pradesh,IN-MP,Indore,2025-10-25T00:00:00.000Z,2025-11-26T00:00:00.000Z,2025-12-16T00:00:00.000Z,3983778,4154266,5,V-1037,Paramount Data Networks,CNT-02217,323,2026-11-04T00:00:00.000Z,2026-11-04T00:00:00.000Z,0,3827148,Completed,LOW
TND-2026-02218,"Annual Routine Maintenance of Municipal Asphalt Road Corridors, Bengaluru Urban",Information Technology & e-Gov Directorate,Karnataka Information Technology & e-Gov Directorate,Maintenance Services,"Bengaluru Urban, Karnataka",Karnataka,IN-KA,Bengaluru Urban,2025-05-11T00:00:00.000Z,2025-06-05T00:00:00.000Z,2025-06-19T00:00:00.000Z,887358,1033558,4,V-1042,V-1042 Enterprise Logistics,CNT-02218,335,2026-05-20T00:00:00.000Z,,0,916295,In Progress,MEDIUM
TND-2026-02219,"Maintenance and Operation of Water Treatment and RO Filtration Plants, Ujjain",Power & Energy Transmission Board,Madhya Pradesh Power & Energy Transmission Board,Maintenance Services,"Ujjain, Madhya Pradesh",Madhya Pradesh,IN-MP,Ujjain,2025-12-09T00:00:00.000Z,2026-01-11T00:00:00.000Z,2026-01-31T00:00:00.000Z,897634,879874,7,V-1004,Pinnacle Medical Supplies,CNT-02219,179,2026-07-29T00:00:00.000Z,,0,800299,In Progress,LOW
TND-2026-02220,"Preventive Maintenance of HT Substations and Generator Sets, Rourkela",Health & Family Welfare Directorate,Odisha Health & Family Welfare Directorate,Maintenance Services,"Rourkela, Odisha",Odisha,IN-OR,Rourkela,2025-12-25T00:00:00.000Z,2026-02-06T00:00:00.000Z,2026-02-25T00:00:00.000Z,821527,835118,4,V-1025,Sujal Hydraulics & Water Tech,CNT-02220,105,2026-06-10T00:00:00.000Z,,0,784568,In Progress,LOW
TND-2026-02221,"Procurement of Ergonomic Modular Office Desks and Seating Systems, Thrissur",Municipal Administration Directorate,Kerala Municipal Administration Directorate,Office Supplies,"Thrissur, Kerala",Kerala,IN-KL,Thrissur,2025-04-28T00:00:00.000Z,2025-05-23T00:00:00.000Z,2025-06-21T00:00:00.000Z,461517,440642,8,V-1025,Sujal Hydraulics & Water Tech,CNT-02221,91,2025-09-20T00:00:00.000Z,,0,419636,In Progress,LOW
