work_id,description,state,state_code,district,constituency,mp_name,agency,category,estimated_cost,sanctioned_amount,expenditure,utilization,cost_deviation,expected_days,actual_days,delayed,delay_days,sanction_date,expected_completion,actual_completion,status,duplicate_candidate,signals,primary_signal,risk_score,risk_tier
W-11772,"Development of village playground, Sector 7",Maharashtra,IN-MH,Pune,Pune (PC-37),Hon'ble MP — Pune PC,Vikas Engineering Corp,Sports,956000,1020000,579000,56.8,4,317,317,False,0,2026-01-24T00:00:00.000Z,2026-12-07T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,15,LOW
W-11773,"Miscellaneous local area development works, Sector 7",Karnataka,IN-KA,Tumakuru,Tumakuru (PC-20),Hon'ble MP — Tumakuru PC,Setu Public Works Division,Other,630000,756000,827000,109.4,18,321,321,False,0,2025-09-01T00:00:00.000Z,2026-07-19T00:00:00.000Z,2026-07-19T00:00:00.000Z,Completed,True,Potential duplicate work,Potential duplicate work,62,HIGH
W-11774,"Construction of crematorium shed and pathway, Ward 11",Karnataka,IN-KA,Bengaluru Urban,Bengaluru Urban (PC-9),Hon'ble MP — Bengaluru Urban PC,Arth Development Board,Other,379000,393000,267000,67.9,-39,325,325,False,0,2025-08-08T00:00:00.000Z,2026-06-29T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,9,LOW
W-11775,"Construction of public toilet block, Gram Panchayat",Maharashtra,IN-MH,Nagpur,Nagpur (PC-23),Hon'ble MP — Nagpur PC,Chetna Public Amenities Unit,Public Amenities,375000,407000,225000,55.3,-43,301,301,False,0,2025-12-15T00:00:00.000Z,2026-10-12T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,29,LOW
W-11776,"Construction of community health sub-centre, Zone 3",Uttar Pradesh,IN-UP,Varanasi,Varanasi (PC-30),Hon'ble MP — Varanasi PC,Chetna Public Amenities Unit,Health,1060000,1252000,775000,61.9,-14,297,297,False,0,2025-07-02T00:00:00.000Z,2026-04-25T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,23,LOW
W-11777,"Construction of bus shelter and waiting shed, Block B",Karnataka,IN-KA,Tumakuru,Tumakuru (PC-19),Hon'ble MP — Tumakuru PC,Sahyog Development Trust,Public Amenities,384000,463000,237000,51.2,-36,243,243,False,0,2025-12-04T00:00:00.000Z,2026-08-04T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,27,LOW
W-11778,"Development of maternal care wing at CHC, Gram Panchayat",Madhya Pradesh,IN-MP,Bhopal,Bhopal (PC-36),Hon'ble MP — Bhopal PC,Unnati Infra Solutions,Health,1205000,1310000,1012000,77.3,-10,239,239,False,0,2025-11-21T00:00:00.000Z,2026-07-18T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,10,LOW
W-11779,"Construction of anganwadi and community shelter, Gram Panchayat",Uttarakhand,IN-UT,Nainital,Nainital (PC-20),Hon'ble MP — Nainital PC,Gramin Vikas Nigam,Community Infrastructure,1679000,1915000,1123000,58.6,1,240,240,False,0,2025-08-20T00:00:00.000Z,2026-04-17T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,22,LOW
W-11780,"Provision of smart-classroom and furniture setup, Phase II",Bihar,IN-BR,Muzaffarpur,Muzaffarpur (PC-28),Hon'ble MP — Muzaffarpur PC,Aadhar Works Agency,Education,684000,793000,800000,100.9,-11,266,266,False,0,2025-09-23T00:00:00.000Z,2026-06-16T00:00:00.000Z,2026-06-16T00:00:00.000Z,Completed,False,Compliance deviation,Compliance deviation,42,MEDIUM
W-11781,"Construction of bus shelter and waiting shed, New Colony",Gujarat,IN-GJ,Surat,Surat (PC-35),Hon'ble MP — Surat PC,Nirman Urban Works Agency,Public Amenities,335000,405000,241000,59.5,-44,229,229,False,0,2025-09-16T00:00:00.000Z,2026-05-03T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,10,LOW
W-11782,"Installation of public address and CCTV system, Block B",Uttarakhand,IN-UT,Haridwar,Haridwar (PC-32),Hon'ble MP — Haridwar PC,Aarambh Engineering Board,Other,519000,630000,312000,49.5,-2,279,279,False,0,2025-10-16T00:00:00.000Z,2026-07-22T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,7,LOW
W-11783,"Construction of indoor sports hall, New Colony",West Bengal,IN-WB,Bardhaman,Bardhaman (PC-20),Hon'ble MP — Bardhaman PC,Unnati Infra Solutions,Sports,788000,939000,762000,81.2,-4,321,321,False,0,2025-06-15T00:00:00.000Z,2026-05-02T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,27,LOW
W-11784,"Installation of community RO water plant, Zone 3",Rajasthan,IN-RJ,Udaipur,Udaipur (PC-2),Hon'ble MP — Udaipur PC,Pragati Construction Cell,Water & Sanitation,977000,1188000,652000,54.9,-28,237,237,False,0,2025-04-02T00:00:00.000Z,2025-11-25T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,13,LOW
W-11785,"Laying of piped water supply network, Ward 11",Madhya Pradesh,IN-MP,Ujjain,Ujjain (PC-27),Hon'ble MP — Ujjain PC,Sahyog Development Trust,Water & Sanitation,1138000,1200000,903000,75.3,-27,210,210,False,0,2025-12-24T00:00:00.000Z,2026-07-22T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,19,LOW
W-11786,"Drainage and sanitation improvement works, Gram Panchayat",Gujarat,IN-GJ,Rajkot,Rajkot (PC-7),Hon'ble MP — Rajkot PC,Gramin Vikas Nigam,Water & Sanitation,1155000,1397000,1115000,79.8,-15,363,363,False,0,2025-11-09T00:00:00.000Z,2026-11-07T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,29,LOW
W-11787,"Construction of public toilet block, Zone 3",Karnataka,IN-KA,Mysuru,Mysuru (PC-24),Hon'ble MP — Mysuru PC,Sankalp Rural Development Corp,Public Amenities,787000,848000,861000,101.5,18,258,352,True,94,2025-09-18T00:00:00.000Z,2026-06-03T00:00:00.000Z,,Delayed,False,Project delay; Agency concentration; Progress mismatch,Project delay,73,HIGH
W-11788,"Construction of additional classrooms at Govt. School, Block B",Uttar Pradesh,IN-UP,Lucknow,Lucknow (PC-7),Hon'ble MP — Lucknow PC,Sahyog Development Trust,Education,1177000,1345000,1293000,96.1,51,280,356,True,76,2025-08-24T00:00:00.000Z,2026-05-31T00:00:00.000Z,,Stalled,False,Cost anomaly; Project delay,Cost anomaly,67,HIGH
W-11789,"Construction of library block at higher secondary school, Sector 7",Maharashtra,IN-MH,Nashik,Nashik (PC-36),Hon'ble MP — Nashik PC,Vikas Engineering Corp,Education,950000,1043000,746000,71.5,17,332,378,True,46,2025-06-13T00:00:00.000Z,2026-05-11T00:00:00.000Z,,Stalled,False,Project delay; Missing/invalid data,Project delay,44,MEDIUM
W-11790,"Development of maternal care wing at CHC, Ward 4",Maharashtra,IN-MH,Nagpur,Nagpur (PC-7),Hon'ble MP — Nagpur PC,Kaushal Construction Division,Health,888000,889000,738000,83,-39,357,357,False,0,2025-06-06T00:00:00.000Z,2026-05-29T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,27,LOW
W-11791,"Development of multipurpose sports ground, Ward 11",Jharkhand,IN-JH,Bokaro,Bokaro (PC-3),Hon'ble MP — Bokaro PC,Samruddhi Infra Board,Sports,462000,544000,436000,80.1,-44,339,339,False,0,2025-10-25T00:00:00.000Z,2026-09-29T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,20,LOW
W-11792,"Construction of additional classrooms at Govt. School, Sector 7",Maharashtra,IN-MH,Nashik,Nashik (PC-12),Hon'ble MP — Nashik PC,Disha Municipal Works,Education,886000,905000,453000,50.1,2,316,316,False,0,2025-11-07T00:00:00.000Z,2026-09-19T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,26,LOW
W-11793,"Development of maternal care wing at CHC, Gram Panchayat",Bihar,IN-BR,Patna,Patna (PC-1),Hon'ble MP — Patna PC,Setu Public Works Division,Health,1222000,1285000,1047000,81.5,-11,266,266,False,0,2025-12-16T00:00:00.000Z,2026-09-08T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,26,LOW
W-11794,"Laying of piped water supply network, New Colony",Gujarat,IN-GJ,Bhavnagar,Bhavnagar (PC-24),Hon'ble MP — Bhavnagar PC,Samruddhi Infra Board,Water & Sanitation,1614000,1961000,1164000,59.4,19,327,327,False,0,2025-09-04T00:00:00.000Z,2026-07-28T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,45,MEDIUM
W-11795,"Miscellaneous local area development works, Ward 11",Karnataka,IN-KA,Bengaluru Urban,Bengaluru Urban (PC-26),Hon'ble MP — Bengaluru Urban PC,Nirman Urban Works Agency,Other,469000,567000,503000,88.7,-11,311,311,False,0,2025-07-17T00:00:00.000Z,2026-05-24T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,9,LOW
W-11796,"Construction of open gym and sports facility, Block B",Bihar,IN-BR,Patna,Patna (PC-20),Hon'ble MP — Patna PC,Samruddhi Infra Board,Sports,1361000,1436000,1833000,127.6,47,331,461,True,130,2025-04-22T00:00:00.000Z,2026-03-19T00:00:00.000Z,,Stalled,True,Cost anomaly; Expenditure anomaly; Project delay; Potential duplicate work; Progress mismatch,Cost anomaly,64,HIGH
W-11797,"Widening and strengthening of internal roads, Block B",Maharashtra,IN-MH,Nashik,Nashik (PC-24),Hon'ble MP — Nashik PC,Setu Public Works Division,Road Construction,1546000,1771000,1133000,64,-19,342,342,False,0,2025-12-16T00:00:00.000Z,2026-11-23T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,23,LOW
W-11798,"Installation of solar street lighting, Ward 4",Gujarat,IN-GJ,Rajkot,Rajkot (PC-39),Hon'ble MP — Rajkot PC,Sankalp Rural Development Corp,Public Amenities,737000,745000,694000,93.2,3,337,364,True,27,2025-07-29T00:00:00.000Z,2026-07-01T00:00:00.000Z,,Delayed,False,Project delay,Project delay,50,MEDIUM
W-11799,"Installation of public address and CCTV system, Gram Panchayat",West Bengal,IN-WB,Murshidabad,Murshidabad (PC-27),Hon'ble MP — Murshidabad PC,Nabh Infra Consortium,Other,378000,394000,223000,56.6,-38,304,304,False,0,2025-09-18T00:00:00.000Z,2026-07-19T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-11800,"Installation of community RO water plant, Sector 7",Gujarat,IN-GJ,Bhavnagar,Bhavnagar (PC-29),Hon'ble MP — Bhavnagar PC,Sujal Water Works Cell,Water & Sanitation,1285000,1313000,521000,39.7,-20,290,290,False,0,2025-07-09T00:00:00.000Z,2026-04-25T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,19,LOW
W-11801,"Drainage and sanitation improvement works, Phase II",Maharashtra,IN-MH,Nashik,Nashik (PC-37),Hon'ble MP — Nashik PC,Meridian Infra Works,Water & Sanitation,1536000,1713000,1601000,93.5,4,320,320,False,0,2025-12-19T00:00:00.000Z,2026-11-04T00:00:00.000Z,2026-11-04T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,28,LOW
W-11802,"Drainage and sanitation improvement works, Ward 11",Chhattisgarh,IN-CT,Raipur,Raipur (PC-34),Hon'ble MP — Raipur PC,Aarambh Engineering Board,Water & Sanitation,918000,933000,625000,67,-43,278,278,False,0,2025-09-29T00:00:00.000Z,2026-07-04T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,17,LOW
W-11803,"Miscellaneous local area development works, Block B",Karnataka,IN-KA,Mysuru,Mysuru (PC-16),Hon'ble MP — Mysuru PC,Sujal Water Works Cell,Other,488000,556000,512000,92.1,-13,343,343,False,0,2025-07-01T00:00:00.000Z,2026-06-09T00:00:00.000Z,2026-06-09T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,29,LOW
W-11804,"Construction of RCC culvert and link road, Phase II",Uttarakhand,IN-UT,Dehradun,Dehradun (PC-33),Hon'ble MP — Dehradun PC,Chetna Public Amenities Unit,Road Construction,1850000,1848000,744000,40.3,-16,330,330,False,0,2025-09-18T00:00:00.000Z,2026-08-14T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,7,LOW
W-11805,"Construction of RCC culvert and link road, Phase II",West Bengal,IN-WB,Kolkata,Kolkata (PC-27),Hon'ble MP — Kolkata PC,Sankalp Rural Development Corp,Road Construction,1173000,1333000,984000,73.8,-39,332,332,False,0,2025-10-19T00:00:00.000Z,2026-09-16T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-11806,"Construction of crematorium shed and pathway, New Colony",Chhattisgarh,IN-CT,Durg,Durg (PC-14),Hon'ble MP — Durg PC,Pragati Construction Cell,Other,360000,407000,332000,81.6,-36,244,244,False,0,2025-08-17T00:00:00.000Z,2026-04-18T00:00:00.000Z,,In Progress,False,Missing/invalid data,Missing/invalid data,12,LOW
W-11807,"Installation of solar street lighting, New Colony",Telangana,IN-TG,Nizamabad,Nizamabad (PC-10),Hon'ble MP — Nizamabad PC,Sankalp Rural Development Corp,Public Amenities,569000,591000,217000,36.7,-18,250,250,False,0,2025-12-07T00:00:00.000Z,2026-08-14T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,17,LOW
W-11808,"Laying of piped water supply network, Gram Panchayat",Karnataka,IN-KA,Tumakuru,Tumakuru (PC-1),Hon'ble MP — Tumakuru PC,Aadhar Works Agency,Water & Sanitation,1469000,1554000,1263000,81.3,-6,255,255,False,0,2025-12-18T00:00:00.000Z,2026-08-30T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,12,LOW
W-11809,"Development of multipurpose sports ground, New Colony",Andhra Pradesh,IN-AP,Tirupati,Tirupati (PC-1),Hon'ble MP — Tirupati PC,Pragati Construction Cell,Sports,575000,621000,515000,82.9,-37,307,307,False,0,2025-05-01T00:00:00.000Z,2026-03-04T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,15,LOW
W-11810,"Construction of common facility centre, Sector 7",Tamil Nadu,IN-TN,Chennai,Chennai (PC-16),Hon'ble MP — Chennai PC,Nabh Infra Consortium,Community Infrastructure,1444000,1530000,1439000,94.1,-19,359,359,False,0,2025-06-23T00:00:00.000Z,2026-06-17T00:00:00.000Z,2026-06-17T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,16,LOW
W-11811,"Development of public park and pathways, Sector 7",Uttar Pradesh,IN-UP,Lucknow,Lucknow (PC-5),Hon'ble MP — Lucknow PC,Nirman Urban Works Agency,Public Amenities,754000,861000,563000,65.4,20,250,336,True,86,2025-07-04T00:00:00.000Z,2026-03-11T00:00:00.000Z,,Stalled,False,Project delay,Project delay,37,MEDIUM
W-11812,"Development of multipurpose sports ground, Block B",Tamil Nadu,IN-TN,Salem,Salem (PC-5),Hon'ble MP — Salem PC,Aarambh Engineering Board,Sports,958000,1007000,720000,71.5,3,292,292,False,0,2025-12-29T00:00:00.000Z,2026-10-17T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,13,LOW
W-11813,"Drainage and sanitation improvement works, Ward 11",Tamil Nadu,IN-TN,Tiruchirappalli,Tiruchirappalli (PC-15),Hon'ble MP — Tiruchirappalli PC,Setu Public Works Division,Water & Sanitation,1128000,1231000,1039000,84.4,-25,237,237,False,0,2025-10-20T00:00:00.000Z,2026-06-14T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,17,LOW
W-11814,"Construction of anganwadi and community shelter, Ward 11",Uttar Pradesh,IN-UP,Lucknow,Lucknow (PC-34),Hon'ble MP — Lucknow PC,Nirman Urban Works Agency,Community Infrastructure,1762000,1823000,1021000,56,-4,285,285,False,0,2026-01-10T00:00:00.000Z,2026-10-22T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,11,LOW
W-11815,"Drainage and sanitation improvement works, Block B",Madhya Pradesh,IN-MP,Ujjain,Ujjain (PC-18),Hon'ble MP — Ujjain PC,Kaushal Construction Division,Water & Sanitation,1595000,1700000,957000,56.3,3,272,343,True,71,2025-05-17T00:00:00.000Z,2026-02-13T00:00:00.000Z,,Delayed,False,Project delay,Project delay,57,MEDIUM
W-11816,"Drainage and sanitation improvement works, Phase II",West Bengal,IN-WB,Bardhaman,Bardhaman (PC-31),Hon'ble MP — Bardhaman PC,Sujal Water Works Cell,Water & Sanitation,939000,978000,873000,89.3,-41,308,308,False,0,2025-07-31T00:00:00.000Z,2026-06-04T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,26,LOW
W-11817,"Construction of additional classrooms at Govt. School, Phase II",Odisha,IN-OR,Sambalpur,Sambalpur (PC-8),Hon'ble MP — Sambalpur PC,Sankalp Rural Development Corp,Education,575000,630000,364000,57.8,-29,310,310,False,0,2025-07-31T00:00:00.000Z,2026-06-06T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,6,LOW
W-11818,"Development of maternal care wing at CHC, Gram Panchayat",Telangana,IN-TG,Hyderabad,Hyderabad (PC-12),Hon'ble MP — Hyderabad PC,Sujal Water Works Cell,Health,1324000,1477000,884000,59.9,2,230,230,False,0,2025-09-13T00:00:00.000Z,2026-05-01T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,32,MEDIUM
W-11819,"Construction of additional classrooms at Govt. School, Gram Panchayat",Assam,IN-AS,Jorhat,Jorhat (PC-10),Hon'ble MP — Jorhat PC,Kaushal Construction Division,Education,605000,639000,230000,36,-28,348,348,False,0,2025-06-08T00:00:00.000Z,2026-05-22T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,29,LOW
W-11820,"Development of maternal care wing at CHC, Ward 11",Punjab,IN-PB,Jalandhar,Jalandhar (PC-6),Hon'ble MP — Jalandhar PC,Disha Municipal Works,Health,1476000,1505000,582000,38.7,4,273,273,False,0,2025-09-16T00:00:00.000Z,2026-06-16T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,15,LOW
W-11821,"Provision of smart-classroom and furniture setup, Ward 11",Madhya Pradesh,IN-MP,Bhopal,Bhopal (PC-1),Hon'ble MP — Bhopal PC,Prerna Civil Works Unit,Education,864000,886000,823000,92.9,0,361,361,False,0,2025-12-21T00:00:00.000Z,2026-12-17T00:00:00.000Z,2026-12-17T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,35,MEDIUM
W-11822,"Construction of public toilet block, Gram Panchayat",Rajasthan,IN-RJ,Kota,Kota (PC-29),Hon'ble MP — Kota PC,Unnati Infra Solutions,Public Amenities,592000,583000,372000,63.8,-19,214,214,False,0,2025-11-05T00:00:00.000Z,2026-06-07T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-11823,"Construction of public toilet block, New Colony",Odisha,IN-OR,Bhubaneswar,Bhubaneswar (PC-29),Hon'ble MP — Bhubaneswar PC,Arth Development Board,Public Amenities,506000,508000,224000,44.1,-29,340,340,False,0,2025-06-30T00:00:00.000Z,2026-06-05T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,28,LOW
W-11824,"Blacktopping of village approach road, New Colony",Jharkhand,IN-JH,Dhanbad,Dhanbad (PC-5),Hon'ble MP — Dhanbad PC,Prerna Civil Works Unit,Road Construction,2034000,2226000,1228000,55.2,1,219,259,True,40,2025-10-31T00:00:00.000Z,2026-06-07T00:00:00.000Z,,Delayed,False,Project delay; Compliance deviation,Project delay,59,MEDIUM
W-11825,"Construction of crematorium shed and pathway, Ward 11",Rajasthan,IN-RJ,Jaipur,Jaipur (PC-7),Hon'ble MP — Jaipur PC,Setu Public Works Division,Other,674000,667000,328000,49.2,4,335,335,False,0,2026-01-12T00:00:00.000Z,2026-12-13T00:00:00.000Z,,In Progress,False,Missing/invalid data,Missing/invalid data,28,LOW
W-11826,"Construction of crematorium shed and pathway, Zone 3",Rajasthan,IN-RJ,Udaipur,Udaipur (PC-34),Hon'ble MP — Udaipur PC,Aarambh Engineering Board,Other,359000,376000,336000,89.4,-41,273,273,False,0,2025-08-01T00:00:00.000Z,2026-05-01T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,11,LOW
W-11827,"Installation of community RO water plant, Zone 3",Uttar Pradesh,IN-UP,Gorakhpur,Gorakhpur (PC-5),Hon'ble MP — Gorakhpur PC,Meridian Infra Works,Water & Sanitation,1157000,1204000,628000,52.2,-27,292,292,False,0,2025-05-30T00:00:00.000Z,2026-03-18T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,23,LOW
W-11828,"Construction of open gym and sports facility, Ward 11",Uttar Pradesh,IN-UP,Lucknow,Lucknow (PC-1),Hon'ble MP — Lucknow PC,Unnati Infra Solutions,Sports,800000,848000,545000,64.3,-13,228,228,False,0,2026-01-07T00:00:00.000Z,2026-08-23T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,10,LOW
W-11829,"Construction of additional classrooms at Govt. School, Zone 3",Karnataka,IN-KA,Tumakuru,Tumakuru (PC-29),Hon'ble MP — Tumakuru PC,Disha Municipal Works,Education,546000,561000,503000,89.7,-37,250,250,False,0,2025-06-27T00:00:00.000Z,2026-03-04T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,11,LOW
W-11830,"Laying of piped water supply network, Ward 11",Bihar,IN-BR,Darbhanga,Darbhanga (PC-37),Hon'ble MP — Darbhanga PC,Disha Municipal Works,Water & Sanitation,924000,920000,797000,86.6,-44,344,344,False,0,2025-12-22T00:00:00.000Z,2026-12-01T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,8,LOW
W-11831,"Provision of mobility van for local body, Block B",West Bengal,IN-WB,Darjeeling,Darjeeling (PC-29),Hon'ble MP — Darjeeling PC,Prerna Civil Works Unit,Other,497000,524000,316000,60.3,-18,334,372,True,38,2025-06-14T00:00:00.000Z,2026-05-14T00:00:00.000Z,,Delayed,False,Project delay; Compliance deviation,Project delay,52,MEDIUM
W-11832,"Construction of anganwadi and community shelter, New Colony",Madhya Pradesh,IN-MP,Bhopal,Bhopal (PC-12),Hon'ble MP — Bhopal PC,Gramin Vikas Nigam,Community Infrastructure,1123000,1277000,792000,62,-33,263,263,False,0,2025-07-21T00:00:00.000Z,2026-04-10T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,27,LOW
W-11833,"Construction of community health sub-centre, Gram Panchayat",Uttar Pradesh,IN-UP,Kanpur Nagar,Kanpur Nagar (PC-15),Hon'ble MP — Kanpur Nagar PC,Nabh Infra Consortium,Health,1368000,1487000,1221000,82.1,3,324,324,False,0,2025-07-05T00:00:00.000Z,2026-05-25T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,28,LOW
W-11834,"Construction of overhead water tank, Sector 7",Uttar Pradesh,IN-UP,Prayagraj,Prayagraj (PC-12),Hon'ble MP — Prayagraj PC,Nabh Infra Consortium,Water & Sanitation,998000,1143000,485000,42.4,-31,347,347,False,0,2025-05-24T00:00:00.000Z,2026-05-06T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,29,LOW
W-11835,"Construction of CC road with side drains, Gram Panchayat",West Bengal,IN-WB,Kolkata,Kolkata (PC-15),Hon'ble MP — Kolkata PC,Arth Development Board,Road Construction,1872000,2172000,1082000,49.8,-1,289,289,False,0,2025-08-30T00:00:00.000Z,2026-06-15T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,29,LOW
W-11836,"Construction of community hall / bhavan, Sector 7",Karnataka,IN-KA,Bengaluru Urban,Bengaluru Urban (PC-11),Hon'ble MP — Bengaluru Urban PC,Sankalp Rural Development Corp,Community Infrastructure,1880000,1904000,944000,49.6,0,305,305,False,0,2025-10-24T00:00:00.000Z,2026-08-25T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,20,LOW
W-11837,"Construction of overhead water tank, Gram Panchayat",Andhra Pradesh,IN-AP,Vijayawada,Vijayawada (PC-34),Hon'ble MP — Vijayawada PC,Meridian Infra Works,Water & Sanitation,1220000,1330000,546000,41.1,-19,239,239,False,0,2025-04-17T00:00:00.000Z,2025-12-12T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,29,LOW
W-11838,"Construction of ambulance shed and waiting hall, New Colony",Uttar Pradesh,IN-UP,Kanpur Nagar,Kanpur Nagar (PC-25),Hon'ble MP — Kanpur Nagar PC,Meridian Infra Works,Health,967000,1024000,833000,81.3,-29,329,329,False,0,2025-08-10T00:00:00.000Z,2026-07-05T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,12,LOW
W-11839,"Construction of community health sub-centre, Ward 11",Gujarat,IN-GJ,Vadodara,Vadodara (PC-19),Hon'ble MP — Vadodara PC,Prerna Civil Works Unit,Health,1185000,1187000,917000,77.3,-18,361,361,False,0,2025-05-10T00:00:00.000Z,2026-05-06T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,21,LOW
W-11840,"Construction of indoor sports hall, New Colony",Tamil Nadu,IN-TN,Salem,Salem (PC-28),Hon'ble MP — Salem PC,Aarambh Engineering Board,Sports,853000,898000,753000,83.9,-8,288,288,False,0,2025-09-17T00:00:00.000Z,2026-07-02T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,7,LOW
W-11841,"Provision of smart-classroom and furniture setup, Ward 11",Punjab,IN-PB,Amritsar,Amritsar (PC-4),Hon'ble MP — Amritsar PC,Unnati Infra Solutions,Education,492000,577000,453000,78.5,-35,281,281,False,0,2025-12-31T00:00:00.000Z,2026-10-08T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,6,LOW
W-11842,"Construction of additional classrooms at Govt. School, Block B",Tamil Nadu,IN-TN,Salem,Salem (PC-31),Hon'ble MP — Salem PC,Aarambh Engineering Board,Education,490000,524000,341000,65.1,-41,220,220,False,0,2025-04-19T00:00:00.000Z,2025-11-25T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,15,LOW
W-11843,"Blacktopping of village approach road, Block B",Punjab,IN-PB,Ludhiana,Ludhiana (PC-29),Hon'ble MP — Ludhiana PC,Sujal Water Works Cell,Road Construction,1528000,1688000,685000,40.6,-23,314,314,False,0,2025-07-07T00:00:00.000Z,2026-05-17T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-11844,"Drainage and sanitation improvement works, New Colony",Uttar Pradesh,IN-UP,Lucknow,Lucknow (PC-12),Hon'ble MP — Lucknow PC,Arth Development Board,Water & Sanitation,1167000,1327000,877000,66.1,-20,286,286,False,0,2025-06-11T00:00:00.000Z,2026-03-24T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,15,LOW
W-11845,"Miscellaneous local area development works, Ward 4",Bihar,IN-BR,Gaya,Gaya (PC-1),Hon'ble MP — Gaya PC,Aadhar Works Agency,Other,359000,361000,142000,39.3,-44,338,338,False,0,2025-10-25T00:00:00.000Z,2026-09-28T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,7,LOW
W-11846,"Construction of anganwadi and community shelter, Gram Panchayat",Bihar,IN-BR,Bhagalpur,Bhagalpur (PC-8),Hon'ble MP — Bhagalpur PC,Aadhar Works Agency,Community Infrastructure,1717000,1810000,1690000,93.4,-5,356,356,False,0,2025-06-13T00:00:00.000Z,2026-06-04T00:00:00.000Z,2026-06-04T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,30,MEDIUM
W-11847,"Development of maternal care wing at CHC, Ward 4",Maharashtra,IN-MH,Nagpur,Nagpur (PC-21),Hon'ble MP — Nagpur PC,Unnati Infra Solutions,Health,947000,1083000,786000,72.6,-25,348,348,False,0,2025-07-09T00:00:00.000Z,2026-06-22T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,20,LOW
